TRAFFIC_VOL_COLLECTION_POINT;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053
116BSP2490_1;102069;102886;105009;109654;112762;115796;116508;118982;121743;124587;127509;130484;133486;136503;139543;142614;145724;148874;152066;155302;158579;161897;165255;168652;172086;175555;179058;182591;186154;189742;193355;196988;200639;204306;207986;211676
116BSP2490_1;102069;102886;105009;109654;112762;115796;116508;118982;121743;124587;127509;130484;133486;136503;139543;142614;145724;148874;152066;155302;158579;161897;165255;168652;172086;175555;179058;182591;186154;189742;193355;196988;200639;204306;207986;211676
116BSP2490_1;102069;102886;105009;109654;112762;115796;116508;118982;121743;124587;127509;130484;133486;136503;139543;142614;145724;148874;152066;155302;158579;161897;165255;168652;172086;175555;179058;182591;186154;189742;193355;196988;200639;204306;207986;211676
116BSP2510m;90388;91104;91802;92479;93134;93765;94372;94955;95513;96046;96552;97032;97486;97914;98314;98687;99033;99353;99645;99910;100148;100359;100543;100701;100833;100940;101021;101076;101107;101113;101094;101051;100983;100983;100983;100983
116BSP2510;36227;36520;37282;40356;41862;43265;42316;43097;44137;45228;46368;47531;48690;49835;50973;52113;53263;54425;55601;56793;57999;59222;60459;61710;62975;64253;65544;66846;68159;69482;70814;72154;73501;74853;76211;77572
116BSP2520_2m;94458;95206;95935;96642;97327;97986;98621;99230;99813;100370;100899;101401;101875;102322;102740;103130;103492;103826;104131;104408;104657;104877;105070;105235;105373;105484;105569;105627;105659;105665;105646;105600;105529;105529;105529;105529
116BSP2520_2;36225;36518;37280;40181;41599;42950;42128;42913;43937;45005;46115;47247;48379;49504;50626;51755;52893;54045;55212;56394;57591;58803;60030;61272;62527;63795;65075;66367;67669;68982;70303;71632;72967;74309;75656;77006
116BSP2520_1;40421;40746;41591;44588;46104;47555;46833;47722;48850;50025;51243;52484;53728;54966;56204;57449;58705;59977;61265;62570;63892;65230;66584;67954;69339;70738;72150;73576;75012;76460;77917;79382;80855;82334;83818;85306
116BSP2520_1m;331542;334169;336727;339211;341614;343928;346155;348293;350340;352294;354152;355914;357579;359147;360615;361984;363253;364425;365497;366469;367341;368115;368792;369371;369855;370245;370543;370747;370859;370881;370812;370653;370403;370403;370403;370403
116BSP2520_1;40421;40746;41591;44588;46104;47555;46833;47722;48850;50025;51243;52484;53728;54966;56204;57449;58705;59977;61265;62570;63892;65230;66584;67954;69339;70738;72150;73576;75012;76460;77917;79382;80855;82334;83818;85306
116BSP2530m;389567;392654;395660;398578;401401;404121;406737;409250;411655;413951;416134;418204;420161;422003;423728;425336;426829;428205;429464;430606;431632;432541;433336;434017;434585;435044;435393;435634;435766;435791;435710;435523;435229;435229;435229;435229
116BSP2530;40337;40662;41505;44424;45284;46112;44928;45779;46867;48006;49194;50405;51613;52809;54000;55194;56397;57614;58846;60093;61357;62636;63930;65239;66562;67899;69248;70609;71981;73363;74755;76154;77559;78971;80388;81809
116BSP2530;40337;40662;41505;44424;45284;46112;44928;45779;46867;48006;49194;50405;51613;52809;54000;55194;56397;57614;58846;60093;61357;62636;63930;65239;66562;67899;69248;70609;71981;73363;74755;76154;77559;78971;80388;81809
116BSP2530;40337;40662;41505;44424;45284;46112;44928;45779;46867;48006;49194;50405;51613;52809;54000;55194;56397;57614;58846;60093;61357;62636;63930;65239;66562;67899;69248;70609;71981;73363;74755;76154;77559;78971;80388;81809
101BRJ3337;5265;5306;5414;5537;5663;5785;5911;6040;6180;6330;6486;6655;6817;6978;7128;7283;7439;7598;7759;7922;8087;8254;8422;8593;8766;8940;9116;9294;9472;9653;9834;10016;10199;10383;10567;10752
101BRJ3340;5265;5306;5414;5537;5663;5785;5911;6040;6180;6330;6486;6655;6817;6978;7128;7283;7439;7598;7759;7922;8087;8254;8422;8593;8766;8940;9116;9294;9472;9653;9834;10016;10199;10383;10567;10752
101BRJ3345;5265;5306;5414;5537;5663;5785;5911;6040;6180;6330;6486;6655;6817;6978;7128;7283;7439;7598;7759;7922;8087;8254;8422;8593;8766;8940;9116;9294;9472;9653;9834;10016;10199;10383;10567;10752
101BRJ3350;5764;5809;5926;6058;6192;6326;6468;6613;6765;6924;7086;7264;7439;7616;7781;7949;8119;8291;8465;8641;8820;9001;9184;9369;9555;9744;9935;10127;10320;10515;10711;10908;11106;11305;11504;11704
101BRJ3350;5764;5809;5926;6058;6192;6326;6468;6613;6765;6924;7086;7264;7439;7616;7781;7949;8119;8291;8465;8641;8820;9001;9184;9369;9555;9744;9935;10127;10320;10515;10711;10908;11106;11305;11504;11704
101BRJ3350;5061;5101;5204;5319;5437;5554;5679;5807;5942;6083;6227;6385;6540;6697;6842;6991;7141;7292;7446;7602;7759;7918;8080;8243;8408;8574;8742;8911;9082;9254;9427;9601;9775;9951;10127;10303
101BRJ3350;5061;5101;5204;5319;5437;5554;5679;5807;5942;6083;6227;6385;6540;6697;6842;6991;7141;7292;7446;7602;7759;7918;8080;8243;8408;8574;8742;8911;9082;9254;9427;9601;9775;9951;10127;10303
101BRJ3350;5061;5101;5204;5319;5437;5554;5679;5807;5942;6083;6227;6385;6540;6697;6842;6991;7141;7292;7446;7602;7759;7918;8080;8243;8408;8574;8742;8911;9082;9254;9427;9601;9775;9951;10127;10303
101BRJ3370;5447;5490;5600;5724;5850;5976;6109;6246;6390;6541;6694;6863;7029;7197;7352;7511;7672;7834;7998;8165;8333;8504;8676;8851;9027;9205;9385;9566;9748;9932;10117;10303;10490;10677;10865;11053
101BRJ3370;2758;2779;2835;2895;2895;2957;3025;3094;3162;3231;3302;3366;3440;3514;3599;3676;3754;3834;3914;3996;4078;4162;4246;4332;4418;4505;4593;4682;4771;4861;4952;5043;5135;5226;5318;5411
101BRJ3370;2758;2779;2835;2895;2895;2957;3025;3094;3162;3231;3302;3366;3440;3514;3599;3676;3754;3834;3914;3996;4078;4162;4246;4332;4418;4505;4593;4682;4771;4861;4952;5043;5135;5226;5318;5411
101BRJ3370;2758;2779;2835;2895;2895;2957;3025;3094;3162;3231;3302;3366;3440;3514;3599;3676;3754;3834;3914;3996;4078;4162;4246;4332;4418;4505;4593;4682;4771;4861;4952;5043;5135;5226;5318;5411
101BRJ3370;2758;2779;2835;2895;2895;2957;3025;3094;3162;3231;3302;3366;3440;3514;3599;3676;3754;3834;3914;3996;4078;4162;4246;4332;4418;4505;4593;4682;4771;4861;4952;5043;5135;5226;5318;5411
101BRJ3370;2758;2779;2835;2895;2895;2957;3025;3094;3162;3231;3302;3366;3440;3514;3599;3676;3754;3834;3914;3996;4078;4162;4246;4332;4418;4505;4593;4682;4771;4861;4952;5043;5135;5226;5318;5411
101BRJ3370;2758;2779;2835;2895;2895;2957;3025;3094;3162;3231;3302;3366;3440;3514;3599;3676;3754;3834;3914;3996;4078;4162;4246;4332;4418;4505;4593;4682;4771;4861;4952;5043;5135;5226;5318;5411
101BRJ3370;2758;2779;2835;2895;2895;2957;3025;3094;3162;3231;3302;3366;3440;3514;3599;3676;3754;3834;3914;3996;4078;4162;4246;4332;4418;4505;4593;4682;4771;4861;4952;5043;5135;5226;5318;5411
101BRJ3370;2758;2779;2835;2895;2895;2957;3025;3094;3162;3231;3302;3366;3440;3514;3599;3676;3754;3834;3914;3996;4078;4162;4246;4332;4418;4505;4593;4682;4771;4861;4952;5043;5135;5226;5318;5411
101BRJ3390;2758;2779;2835;2887;2872;2926;2995;3067;3138;3210;3281;3356;3433;3513;3590;3668;3746;3826;3906;3987;4070;4153;4237;4322;4409;4496;4583;4672;4761;4851;4941;5032;5123;5215;5307;5399
101BRJ3410;2758;2779;2835;2887;2872;2926;2995;3067;3138;3210;3281;3356;3433;3513;3590;3668;3746;3826;3906;3987;4070;4153;4237;4322;4409;4496;4583;4672;4761;4851;4941;5032;5123;5215;5307;5399
101BRJ3410;2758;2779;2835;2887;2872;2926;2995;3067;3138;3210;3281;3356;3433;3513;3590;3668;3746;3826;3906;3987;4070;4153;4237;4322;4409;4496;4583;4672;4761;4851;4941;5032;5123;5215;5307;5399
101BRJ3410;2758;2779;2835;2887;2872;2926;2995;3067;3138;3210;3281;3356;3433;3513;3590;3668;3746;3826;3906;3987;4070;4153;4237;4322;4409;4496;4583;4672;4761;4851;4941;5032;5123;5215;5307;5399
101BRJ3410;2758;2779;2835;2887;2872;2926;2995;3067;3138;3210;3281;3356;3433;3513;3590;3668;3746;3826;3906;3987;4070;4153;4237;4322;4409;4496;4583;4672;4761;4851;4941;5032;5123;5215;5307;5399
101BRJ3410;2758;2779;2835;2887;2872;2926;2995;3067;3138;3210;3281;3356;3433;3513;3590;3668;3746;3826;3906;3987;4070;4153;4237;4322;4409;4496;4583;4672;4761;4851;4941;5032;5123;5215;5307;5399
101BRJ3410;2758;2779;2835;2887;2872;2926;2995;3067;3138;3210;3281;3356;3433;3513;3590;3668;3746;3826;3906;3987;4070;4153;4237;4322;4409;4496;4583;4672;4761;4851;4941;5032;5123;5215;5307;5399
101BRJ3410;2758;2779;2835;2887;2872;2926;2995;3067;3138;3210;3281;3356;3433;3513;3590;3668;3746;3826;3906;3987;4070;4153;4237;4322;4409;4496;4583;4672;4761;4851;4941;5032;5123;5215;5307;5399
101BRJ3430;911;918;936;931;923;929;961;999;1024;1051;1076;1102;1129;1158;1185;1211;1237;1264;1290;1318;1345;1373;1401;1429;1458;1487;1516;1546;1576;1605;1636;1666;1696;1727;1758;1788
101BSP3450_2;911;918;936;931;923;929;961;999;1024;1051;1076;1102;1129;1158;1185;1211;1237;1264;1290;1318;1345;1373;1401;1429;1458;1487;1516;1546;1576;1605;1636;1666;1696;1727;1758;1788
101BSP3450_1;1785;1799;1835;1850;1862;1888;1942;2001;2050;2100;2149;2199;2249;2302;2353;2404;2455;2507;2559;2612;2666;2721;2776;2832;2888;2945;3003;3061;3119;3178;3237;3296;3356;3416;3476;3536
116VRJ1005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
116VRJ1005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
116BRJ1930;25109;25320;25867;27037;28336;29728;30628;31503;32388;33273;33827;34434;34982;35851;36671;37523;38381;39256;40141;41039;41949;42872;43806;44753;45710;46678;47657;48645;49642;50648;51661;52681;53707;54738;55774;56814
116BRJ1950;21808;21991;22466;23236;24235;25304;26230;26976;27751;28510;28914;29350;29748;30511;31222;31949;32681;33431;34186;34952;35728;36514;37311;38117;38933;39759;40593;41435;42285;43143;44006;44876;45750;46630;47513;48399
116BRJ1970;21808;21991;22466;23236;24235;25304;26230;26976;27751;28510;28914;29350;29748;30511;31222;31949;32681;33431;34186;34952;35728;36514;37311;38117;38933;39759;40593;41435;42285;43143;44006;44876;45750;46630;47513;48399
116BRJ1990;21808;21991;22466;23236;24235;25304;26230;26976;27751;28510;28914;29350;29748;30511;31222;31949;32681;33431;34186;34952;35728;36514;37311;38117;38933;39759;40593;41435;42285;43143;44006;44876;45750;46630;47513;48399
116BRJ2010;21808;21991;22466;23236;24235;25304;26230;26976;27751;28510;28914;29350;29748;30511;31222;31949;32681;33431;34186;34952;35728;36514;37311;38117;38933;39759;40593;41435;42285;43143;44006;44876;45750;46630;47513;48399
116BRJ2050_2;21554;21733;22202;22874;23748;24672;25523;26197;26908;27613;28019;28440;28848;29587;30287;30989;31696;32421;33151;33890;34640;35400;36169;36948;37736;38534;39339;40153;40974;41801;42635;43475;44319;45168;46021;46876
116BRJ2050_2;21503;21683;22150;22821;23691;24610;25457;26129;26835;27539;27943;28364;28776;29520;30225;30923;31625;32345;33073;33810;34558;35315;36083;36860;37646;38440;39244;40055;40873;41698;42530;43367;44209;45055;45905;46758
116BRJ2050_2;21503;21683;22150;22821;23691;24610;25457;26129;26835;27539;27943;28364;28776;29520;30225;30923;31625;32345;33073;33810;34558;35315;36083;36860;37646;38440;39244;40055;40873;41698;42530;43367;44209;45055;45905;46758
116BRJ2050_2;21503;21683;22150;22821;23691;24610;25457;26129;26835;27539;27943;28364;28776;29520;30225;30923;31625;32345;33073;33810;34558;35315;36083;36860;37646;38440;39244;40055;40873;41698;42530;43367;44209;45055;45905;46758
116BRJ2050_1;35751;36048;36823;37822;38937;40098;41196;42265;43372;44500;45231;45979;46728;47867;49006;50152;51310;52474;53650;54842;56051;57276;58517;59773;61044;62329;63627;64938;66261;67595;68939;70292;71652;73019;74393;75771
116BRJ2070;35736;36034;36808;37843;38951;40097;41118;42126;43191;44332;45111;45887;46634;47779;48925;50070;51225;52388;53562;54753;55959;57182;58421;59674;60943;62226;63522;64831;66152;67483;68825;70175;71533;72898;74269;75645
116BRJ2070;35720;36018;36792;37832;38946;40100;41123;42130;43195;44332;45107;45878;46617;47760;48905;50050;51205;52368;53542;54732;55938;57160;58398;59652;60920;62202;63498;64806;66126;67457;68798;70148;71505;72870;74240;75616
116BRJ2090;35720;36018;36792;37832;38946;40100;41123;42130;43195;44332;45107;45878;46617;47760;48905;50050;51205;52368;53542;54732;55938;57160;58398;59652;60920;62202;63498;64806;66126;67457;68798;70148;71505;72870;74240;75616
116BRJ2110;33971;34255;34994;36001;37086;38209;39193;40157;41174;42263;43001;43739;44446;45542;46640;47734;48839;49950;51074;52214;53369;54540;55726;56926;58141;59370;60612;61865;63131;64406;65692;66985;68287;69595;70909;72228
116BRJ2110;33953;34237;34976;36028;37164;38340;39329;40297;41321;42412;43168;43920;44647;45747;46847;47945;49053;50172;51301;52446;53607;54783;55974;57181;58401;59635;60883;62142;63413;64695;65986;67286;68593;69908;71228;72552
116BRJ2130;42750;43106;44033;45303;46661;48064;49283;50486;51750;53085;54089;55094;56078;57439;58805;60174;61556;62953;64365;65797;67248;68719;70209;71717;73243;74786;76345;77920;79509;81111;82724;84349;85983;87625;89274;90930
116BRJ2150;37344;37657;38470;39622;40875;42175;43276;44337;45447;46626;47497;48376;49228;50435;51636;52834;54042;55269;56516;57779;59060;60358;61673;63004;64351;65714;67091;68481;69884;71299;72725;74160;75603;77054;78512;79974
116BRJ2150;37344;37657;38470;39622;40875;42175;43276;44337;45447;46626;47497;48376;49228;50435;51636;52834;54042;55269;56516;57779;59060;60358;61673;63004;64351;65714;67091;68481;69884;71299;72725;74160;75603;77054;78512;79974
116BRJ2170;37344;37657;38470;39622;40875;42175;43276;44337;45447;46626;47497;48376;49228;50435;51636;52834;54042;55269;56516;57779;59060;60358;61673;63004;64351;65714;67091;68481;69884;71299;72725;74160;75603;77054;78512;79974
116BRJ2190;25365;25582;26147;27018;28000;29026;29839;30591;31380;32225;32766;33314;33838;34701;35553;36396;37243;38105;38982;39872;40774;41688;42615;43553;44503;45464;46436;47418;48409;49408;50416;51431;52452;53478;54510;55546
116BRJ2190;25365;25582;26147;27018;28000;29026;29839;30591;31380;32225;32766;33314;33838;34701;35553;36396;37243;38105;38982;39872;40774;41688;42615;43553;44503;45464;46436;47418;48409;49408;50416;51431;52452;53478;54510;55546
116BRJ2190;25365;25582;26147;27018;28000;29026;29839;30591;31380;32225;32766;33314;33838;34701;35553;36396;37243;38105;38982;39872;40774;41688;42615;43553;44503;45464;46436;47418;48409;49408;50416;51431;52452;53478;54510;55546
116BRJ2210;24786;24998;25551;26385;27319;28296;29084;29826;30606;31443;31942;32449;32940;33797;34639;35465;36296;37141;37998;38866;39747;40640;41544;42461;43389;44327;45276;46235;47203;48179;49163;50154;51151;52154;53162;54174
116BSP2230;24786;24998;25551;26385;27319;28296;29084;29826;30606;31443;31942;32449;32940;33797;34639;35465;36296;37141;37998;38866;39747;40640;41544;42461;43389;44327;45276;46235;47203;48179;49163;50154;51151;52154;53162;54174
116BSP2243;24786;24998;25551;26385;27319;28296;29084;29826;30606;31443;31942;32449;32940;33797;34639;35465;36296;37141;37998;38866;39747;40640;41544;42461;43389;44327;45276;46235;47203;48179;49163;50154;51151;52154;53162;54174
116BSP2250;26057;26279;26857;27717;28686;29698;30527;31296;32117;32983;33525;34060;34586;35472;36343;37207;38075;38959;39853;40760;41679;42612;43556;44513;45481;46461;47451;48452;49461;50480;51507;52541;53581;54627;55678;56733
116BSP2255;26057;26279;26857;27717;28686;29698;30527;31296;32117;32983;33525;34060;34586;35472;36343;37207;38075;38959;39853;40760;41679;42612;43556;44513;45481;46461;47451;48452;49461;50480;51507;52541;53581;54627;55678;56733
116BSP2265;25242;25457;26018;26858;27806;28797;29606;30352;31149;31991;32509;33019;33523;34387;35237;36076;36918;37776;38646;39527;40420;41326;42244;43174;44115;45067;46030;47002;47984;48974;49972;50977;51988;53005;54027;55053
116BSP2265;25242;25457;26018;26858;27806;28797;29606;30352;31149;31991;32509;33019;33523;34387;35237;36076;36918;37776;38646;39527;40420;41326;42244;43174;44115;45067;46030;47002;47984;48974;49972;50977;51988;53005;54027;55053
116BSP2270;24959;25172;25725;26559;27472;28422;29185;29912;30684;31516;32048;32580;33088;33938;34775;35597;36423;37267;38121;38988;39866;40757;41659;42573;43498;44434;45380;46336;47300;48274;49254;50242;51235;52235;53238;54246
116BSP2290;24959;25172;25725;26559;27472;28422;29185;29912;30684;31516;32048;32580;33088;33938;34775;35597;36423;37267;38121;38988;39866;40757;41659;42573;43498;44434;45380;46336;47300;48274;49254;50242;51235;52235;53238;54246
116BSP2310;25321;25536;26096;26936;27851;28806;29576;30323;31110;31959;32500;33042;33560;34419;35265;36097;36933;37787;38652;39529;40419;41320;42233;43158;44095;45042;45999;46966;47942;48927;49919;50918;51924;52934;53950;54970
116BSP2330;42049;42394;43291;44527;45855;47229;48417;49582;50796;52079;53064;54057;55030;56348;57663;58976;60301;61645;63006;64385;65782;67198;68632;70083;71550;73034;74532;76045;77571;79109;80658;82217;83784;85359;86941;88527
116BSP2340;42439;42787;43693;44957;46328;47739;48948;50102;51315;52595;53612;54643;55657;56997;58336;59669;61013;62374;63752;65148;66563;67997;69449;70918;72404;73906;75423;76955;78500;80058;81627;83205;84792;86387;87989;89596
116BSP2345;42425;42777;43692;45007;46436;47907;49137;50306;51528;52819;53875;54959;56127;57603;59078;60441;61817;63209;64619;66049;67497;68966;70452;71958;73480;75020;76575;78146;79731;81328;82938;84557;86186;87823;89467;91117
116BSP2350;42426;42778;43693;45020;46449;47921;49138;50308;51529;52821;53877;54962;56143;57632;59121;60485;61861;63254;64666;66096;67546;69015;70503;72009;73533;75073;76630;78202;79787;81386;82996;84617;86247;87885;89530;91181
116BSP2360_2;35824;36123;36900;38262;39744;41282;42368;43391;44422;45503;46350;47259;48231;49504;50775;51956;53146;54350;55569;56805;58058;59327;60613;61915;63232;64564;65909;67268;68639;70022;71415;72817;74227;75644;77068;78496
116BSP2360_1;32095;32364;33063;34569;36185;37876;38878;39847;40782;41721;42416;43210;44086;45272;46456;47540;48631;49737;50858;51994;53146;54313;55495;56692;57903;59127;60365;61615;62876;64147;65429;66719;68016;69320;70630;71945
116BSP2360_1;32095;32364;33063;34569;36185;37876;38878;39847;40782;41721;42416;43210;44086;45272;46456;47540;48631;49737;50858;51994;53146;54313;55495;56692;57903;59127;60365;61615;62876;64147;65429;66719;68016;69320;70630;71945
116BSP2360_1;32095;32364;33063;34569;36185;37876;38878;39847;40782;41721;42416;43210;44086;45272;46456;47540;48631;49737;50858;51994;53146;54313;55495;56692;57903;59127;60365;61615;62876;64147;65429;66719;68016;69320;70630;71945
116BSP2360_1;32095;32364;33063;34569;36185;37876;38878;39847;40782;41721;42416;43210;44086;45272;46456;47540;48631;49737;50858;51994;53146;54313;55495;56692;57903;59127;60365;61615;62876;64147;65429;66719;68016;69320;70630;71945
116BSP2360_1;32095;32364;33063;34569;36185;37876;38878;39847;40782;41721;42416;43210;44086;45272;46456;47540;48631;49737;50858;51994;53146;54313;55495;56692;57903;59127;60365;61615;62876;64147;65429;66719;68016;69320;70630;71945
116BSP2360_1;32095;32364;33063;34569;36185;37876;38878;39847;40782;41721;42416;43210;44086;45272;46456;47540;48631;49737;50858;51994;53146;54313;55495;56692;57903;59127;60365;61615;62876;64147;65429;66719;68016;69320;70630;71945
116BSP2360_1;32095;32364;33063;34569;36185;37876;38878;39847;40782;41721;42416;43210;44086;45272;46456;47540;48631;49737;50858;51994;53146;54313;55495;56692;57903;59127;60365;61615;62876;64147;65429;66719;68016;69320;70630;71945
116BSP2370;47808;48203;49229;50687;52257;53874;55236;56566;57970;59444;60984;62557;64125;65676;67219;68767;70327;71906;73506;75127;76770;78435;80121;81828;83554;85300;87063;88844;90640;92451;94275;96111;97957;99812;101676;103545
116BSP2370;47808;48203;49229;50687;52257;53874;55236;56566;57970;59444;60984;62557;64125;65676;67219;68767;70327;71906;73506;75127;76770;78435;80121;81828;83554;85300;87063;88844;90640;92451;94275;96111;97957;99812;101676;103545
116BSP2390;58679;59159;60410;62087;63903;65773;67437;69054;70754;72538;74401;76303;78199;80076;81944;83816;85705;87615;89551;91512;93499;95513;97552;99615;101702;103812;105943;108094;110264;112452;114655;116872;119101;121341;123590;125847
116BSP2390;58679;59159;60410;62087;63903;65773;67437;69054;70754;72538;74401;76303;78199;80076;81944;83816;85705;87615;89551;91512;93499;95513;97552;99615;101702;103812;105943;108094;110264;112452;114655;116872;119101;121341;123590;125847
116BSP2410_2;51006;51427;52523;54724;57127;59673;61242;62735;64292;65925;67628;69367;71103;72824;74537;76256;77991;79746;81525;83328;85155;87007;88883;90781;92702;94644;96606;98587;100585;102601;104630;106673;108728;110793;112867;114948
116BSP2410_1;47687;48080;49100;51217;53534;55993;57471;58869;60329;61864;63468;65105;66738;68352;69957;71566;73189;74831;76494;78179;79887;81618;83371;85145;86940;88754;90587;92438;94305;96188;98084;99992;101910;103839;105775;107718
116BSP2430_3;58037;58509;59733;62178;64805;67581;69280;70936;72658;74458;76331;78242;80153;82049;83941;85841;87758;89698;91664;93656;95674;97718;99788;101882;104000;106141;108303;110485;112686;114905;117138;119386;121645;123915;126195;128481
116BSP2430_3;58037;58509;59733;62178;64805;67581;69280;70936;72658;74458;76331;78242;80153;82049;83941;85841;87758;89698;91664;93656;95674;97718;99788;101882;104000;106141;108303;110485;112686;114905;117138;119386;121645;123915;126195;128481
116BSP2430_3;58037;58509;59733;62178;64805;67581;69280;70936;72658;74458;76331;78242;80153;82049;83941;85841;87758;89698;91664;93656;95674;97718;99788;101882;104000;106141;108303;110485;112686;114905;117138;119386;121645;123915;126195;128481
116BSP2430_2;59768;60250;61503;63979;66637;69445;71177;72868;74624;76459;78367;80314;82259;84192;86120;88056;90011;91988;93991;96021;98077;100159;102267;104400;106557;108736;110937;113158;115399;117656;119929;122215;124514;126823;129141;131466
116BSP2430_2m;32950;33211;33465;33712;33951;34181;34402;34615;34818;35012;35197;35372;35538;35693;35839;35975;36102;36218;36325;36421;36508;36585;36652;36710;36758;36796;36826;36846;36857;36860;36853;36837;36812;36812;36812;36812
116BSP2430_1;42145;42499;43420;45515;47783;50197;51527;52811;54153;55567;57049;58563;60070;61558;63035;64515;66006;67516;69045;70596;72168;73761;75375;77010;78664;80337;82028;83735;85459;87197;88948;90711;92484;94267;96058;97856
116BSP2430_1m;46115;46480;46836;47181;47515;47837;48147;48445;48729;49001;49260;49504;49736;49954;50158;50349;50525;50688;50837;50973;51094;51202;51296;51376;51444;51498;51539;51568;51583;51586;51577;51555;51520;51520;51520;51520
116BSP2450_4;41540;41889;42794;45377;48082;50965;52196;53484;54839;56269;57768;59300;60823;62325;63816;65308;66812;68333;69874;71436;73019;74624;76250;77896;79562;81247;82949;84668;86403;88152;89915;91689;93474;95268;97070;98879
116BSP2450_4m;14315;14429;14539;14646;14750;14850;14946;15038;15127;15211;15291;15367;15439;15507;15570;15629;15684;15735;15781;15823;15861;15894;15923;15948;15969;15986;15999;16008;16013;16014;16011;16004;15993;15993;15993;15993
116BSP2450_3;79210;79846;81501;84980;88504;92214;94253;96463;98756;101139;103607;106123;108645;111162;113683;116219;118782;121377;124005;126669;129367;132100;134866;137665;140494;143353;146240;149153;152091;155051;158031;161028;164041;167068;170105;173152
116BSP2450_2;49995;50412;51496;54432;57424;60606;61973;63496;65096;66784;68552;70359;72156;73929;75687;77448;79223;81018;82836;84679;86547;88440;90358;92299;94263;96250;98257;100283;102328;104390;106468;108559;110662;112775;114899;117029
116BSP2450_2;49995;50412;51496;54432;57424;60606;61973;63496;65096;66784;68552;70359;72156;73929;75687;77448;79223;81018;82836;84679;86547;88440;90358;92299;94263;96250;98257;100283;102328;104390;106468;108559;110662;112775;114899;117029
116BSP2450_2;49995;50412;51496;54432;57424;60606;61973;63496;65096;66784;68552;70359;72156;73929;75687;77448;79223;81018;82836;84679;86547;88440;90358;92299;94263;96250;98257;100283;102328;104390;106468;108559;110662;112775;114899;117029
116BSP2450_2;49995;50412;51496;54432;57424;60606;61973;63496;65096;66784;68552;70359;72156;73929;75687;77448;79223;81018;82836;84679;86547;88440;90358;92299;94263;96250;98257;100283;102328;104390;106468;108559;110662;112775;114899;117029
116BSP2450_1;55741;56209;57425;60515;63664;67006;68536;70225;71995;73857;75802;77789;79770;81729;83679;85633;87605;89600;91622;93673;95751;97857;99991;102152;104338;106549;108784;111040;113318;115614;117928;120257;122600;124955;127321;129695
116BSP2470_3;44271;44637;45589;48300;51059;53974;55129;56443;57846;59319;60857;62427;63993;65543;67086;68634;70196;71776;73376;74999;76644;78310;79998;81706;83435;85182;86948;88731;90529;92343;94169;96008;97857;99715;101581;103454
116BSP2470_3;45174;45547;46516;49227;52017;54963;56176;57514;58941;60439;62003;63600;65193;66770;68340;69914;71502;73109;74737;76388;78060;79755;81472;83209;84967;86744;88539;90352;92181;94025;95882;97751;99631;101520;103417;105321
116BSP2470_2;29370;29612;30243;32786;35481;38429;39265;40201;41200;42249;43343;44461;45576;46680;47780;48883;49996;51123;52264;53421;54593;55782;56985;58203;59436;60682;61941;63212;64495;65788;67091;68402;69720;71046;72377;73712
116BSP2470_2;29370;29612;30243;32786;35481;38429;39265;40201;41200;42249;43343;44461;45576;46680;47780;48883;49996;51123;52264;53421;54593;55782;56985;58203;59436;60682;61941;63212;64495;65788;67091;68402;69720;71046;72377;73712
116BSP2470_2;29370;29612;30243;32786;35481;38429;39265;40201;41200;42249;43343;44461;45576;46680;47780;48883;49996;51123;52264;53421;54593;55782;56985;58203;59436;60682;61941;63212;64495;65788;67091;68402;69720;71046;72377;73712
116BSP2470_2;29370;29612;30243;32786;35481;38429;39265;40201;41200;42249;43343;44461;45576;46680;47780;48883;49996;51123;52264;53421;54593;55782;56985;58203;59436;60682;61941;63212;64495;65788;67091;68402;69720;71046;72377;73712
116BSP2470_2;29370;29612;30243;32786;35481;38429;39265;40201;41200;42249;43343;44461;45576;46680;47780;48883;49996;51123;52264;53421;54593;55782;56985;58203;59436;60682;61941;63212;64495;65788;67091;68402;69720;71046;72377;73712
116BSP2470_1;34469;34751;35485;38157;40992;44083;45057;46123;47256;48442;49678;50939;52198;53449;54695;55947;57210;58488;59784;61096;62427;63775;65140;66522;67920;69333;70760;72201;73655;75120;76596;78081;79575;81075;82582;84095
116BSP2490_2;28767;29004;29621;32019;34533;37271;38060;38965;39930;40942;41997;43074;44149;45215;46278;47344;48420;49509;50612;51731;52865;54013;55177;56354;57546;58750;59967;61196;62436;63686;64945;66212;67487;68767;70054;71344
116BSP2490_2;40857;41192;42063;44856;47778;50933;52062;53299;54609;55979;57405;58860;60315;61759;63200;64646;66107;67585;69082;70600;72139;73697;75276;76873;78489;80123;81773;83440;85121;86815;88522;90239;91966;93701;95444;97193
